name;location;category;subCategory;unit;type;ubp06;ipcc2007;metaData
shed;CH;agricultural means of production;buildings;m²;Technosphere;344810,00000 ;;The inventory takes into account the use of construction materials and building machines for construction, repair and replacement including waste disposal and the transportation of the materials to the building site. Not taken into account were direct emission of the construction, disposal of production waste and the use of resources during utilization phase. 
slurry store and processing;CH;agricultural means of production;buildings;m³;Technosphere;214790,00000 ;;The inventory takes into account the use of construction materials and building machines for construction, repair and replacement including waste disposal and the transportation of the materials to the building site. Not taken into account were direct emission of the construction, disposal of production waste and the use of resources during utilization phase. 
slurry store and processing, operation;CH;agricultural means of production;buildings;m³;Technosphere;179,18000 ;0,05000 ;The inventory takes into account the energy and auxiliary materials like water, lubricating oil and cleaning agents. Also included is the use of the infrastructure. Not taken into account were the direct emission of the animal husbandry, fodder production and produced waste water.
tied housing system, cattle;CH;agricultural means of production;buildings;LU;Technosphere;24605000,00000 ;;The inventory takes into account the use of construction materials and building machines for construction, repair and replacement including waste disposal and the transportation of the materials to the building site. Not taken into account were direct emission of the construction, disposal of production waste and the use of resources during utilization phase. 
tied housing system, cattle, operation;CH;agricultural means of production;buildings;LU;Technosphere;950620,00000 ;137,24000 ;The inventory takes into account the energy and auxiliary materials like water, lubricating oil and cleaning agents for the use of the described module for one year. Also included is the use of the infrastructure with the binding of a certain part of the appropriate infrastructure module. Not taken into account were the direct emission of the animal husbandry, fodder production and produced waste water.
tower silo, plastic;CH;agricultural means of production;buildings;m³;Technosphere;218380,00000 ;;The inventory takes into account the use of construction materials and building machines for construction, repair and replacement including waste disposal and the transportation of the materials to the building site. Not taken into account were direct emission of the construction, disposal of production waste and the use of resources during utilization phase. 
barley IP, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;3328,20000 ;0,44000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
barley organic, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;4116,40000 ;0,46000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
fava beans IP, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;3351,10000 ;0,99000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
grain maize IP, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;2489,30000 ;0,55000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
grain maize organic, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;2280,90000 ;0,43000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
protein peas IP, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;4341,60000 ;0,86000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
rye IP, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;2604,10000 ;0,35000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
rye organic, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;3763,40000 ;0,43000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
wheat IP, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;3270,60000 ;0,58000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
wheat organic, at feed mill;CH;agricultural means of production;feed;kg;Technosphere;4574,30000 ;0,50000 ;The inventory includes the transport of the raw materials to the feed processing centre, processing feedstuff (crushing or milling, heat treatment, dosing, mixing squeezing and pelleting) and the storage of the feed mixes. It also includes water use and wastewater treatment, the transformation and use of land related to the storage buildings. No process emissions were included except heat waste from the use of electricity. Packaging is not included.
agricultural machinery, general, production;CH;agricultural means of production;machinery;kg;Technosphere;5508,10000 ;;The inventory takes into account the use of resources and the amount of emissions during the production, the maintenance and repair and the disposal of general agricultural machinery. Not taken into account were the impacts caused by fuel consumption during operation-time of the trailing machinery. No data was available about buildings needed for manufacture and maintenance of the machinery. The routes needed for transport from manufacturer place to the farm and from here to disposal place of the waste, are balanced in the utilised transport modules.
agricultural machinery, tillage, production;CH;agricultural means of production;machinery;kg;Technosphere;6467,60000 ;;The inventory takes into account the use of resources and the amount of emissions during the production, the maintenance and repair and the disposal of agricultural tillage machinery. Not taken into account were the impacts caused by fuel consumption during operation-time of the trailing machinery. No data was available about buildings needed for manufacture and maintenance of the machinery. The routes needed for transport from manufacturer place to the farm and from here to disposal place of the waste, are balanced in the utilised transport modules.
harvester, production;CH;agricultural means of production;machinery;kg;Technosphere;7279,00000 ;;The inventory takes into account the use of resources and the amount of emissions during the production, the maintenance and repair and the disposal of agricultural harvesters. Not taken into account were the impacts caused by fuel consumption during operation-time of the machinery, and the amount of emission from the tyre abrasion during this time. No data was available about buildings needed for manufacture and maintenance of the machinery. The routes needed for transport from manufacturer place to the farm and from here to disposal place of the waste, are balanced in the utilised transport modules.
slurry tanker, production;CH;agricultural means of production;machinery;kg;Technosphere;5363,10000 ;;The inventory takes into account the use of resources and the amount of emissions during the production, the maintenance and repair and the disposal of agricultural slurry tankers. Not taken into account were the impacts caused by fuel consumption during operation-time of the trailing machinery. No data was available about buildings needed for manufacture and maintenance of the machinery. The routes needed for transport from manufacturer place to the farm and from here to disposal place of the waste, are balanced in the utilised transport modules.
tractor, production;CH;agricultural means of production;machinery;kg;Technosphere;8470,80000 ;;The inventory takes into account the use of resources and the amount of emissions during the production, the maintenance and repair and the disposal of agricultural vehicles. Not taken into account were the impacts caused by fuel consumption during operation-time of the machinery, and the amount of emission from the tyre abrasion during this time. No data was available about buildings needed for manufacture and maintenance of the machinery. The routes needed for transport from manufacturer place to the farm and from here to disposal place of the waste, are balanced in the utilised transport modules.
trailer, production;CH;agricultural means of production;machinery;kg;Technosphere;5654,50000 ;;The inventory takes into account the use of resources and the amount of emissions during the production, the maintenance and repair and the disposal of agricultural trailers. Not taken into account were the impacts caused by fuel consumption during operation-time of the trailing machinery. No data was available about buildings needed for manufacture and maintenance of the machinery. The routes needed for transport from manufacturer place to the farm and from here to disposal place of the waste, are balanced in the utilised transport modules.
Ammonium nitrate phosphate, as N, at regional storehouse;RER;agricultural means of production;mineral fertiliser;kg;Technosphere;6647,70000 ;4,67000 ;The unit process inventory takes into account the production of ammonium nitrate phosphate from ammonia and rock phosphate. Transports of raw materials and intermediate products to the fertiliser plant as well as the transport of the fertiliser product from the factory to the regional department store were included. Production and waste treatment of catalysts, coating and packaging of the final fertiliser products were not included. Infrastructure was included by means of a proxy module. 
ammonium nitrate phosphate, as P2O5, at regional storehouse;RER;agricultural means of production;mineral fertiliser;kg;Technosphere;7908,30000 ;1,06000 ;The unit process inventory takes into account the production of ammonium nitrate phosphate from ammonia and rock phosphate. Transports of raw materials and intermediate products to the fertiliser plant as well as the transport of the fertiliser product from the factory to the regional department store were included. Production and waste treatment of catalysts, coating and packaging of the final fertiliser products were not included. Infrastructure was included by means of a proxy module. 
ammonium nitrate, as N, at regional storehouse;RER;agricultural means of production;mineral fertiliser;kg;Technosphere;5323,00000 ;8,16000 ;The unit process inventory takes into account the production of ammonium nitrate from ammonia and nitric acid. Transports of the intermediate products to the fertiliser plant as well as the transport of the fertiliser product from the factory to the regional storehouse are included. Production and waste treatment of catalysts, coating and packaging of the final fertiliser products were not included. Infrastructure was included by means of a proxy module. 
ammonium sulphate, as N, at regional storehouse;RER;agricultural means of production;mineral fertiliser;kg;Technosphere;2136,40000 ;2,38000 ;The unit process inventory takes into account the use of energy resources cited in Kongshaug (1998), needed for the production of ammonium sulphate as by-product during the manufacture of nylon (caprolactam). These values must be considered as uncertain, because the system boundaries were not clearly defined by Kongshaug. Infrastructure was included by means of a proxy module.
